EDV-Nr./Bezeichnung;Beschreibung;Preiseinheit;Preis
Titel;Entfernungspauschale bis 300 m²;;
Untertitel;ab Borgfelder Straße;;
;;;
H54NO502001;ab 125 km;€ pauschal;496
H54NO502501;ab 200 km;€ pauschal;744
H54NO503001;ab 300 km;€ pauschal;992
;;;
100BIE016;Inselzuschlag;€ pauschal;3100
